prompt_tokens,generation_tokens,ttft,generation_time,launch_time,finish_time
689,275,0.1809546947479248,15.541393995285034,1746155502.2062824,1746155517.9286313
543,332,0.16781234741210938,18.771836757659912,1746155503.3973773,1746155522.3370266
550,286,0.175734281539917,16.240389347076416,1746155504.587618,1746155521.003742
499,270,0.19299054145812988,15.398487091064453,1746155505.7784178,1746155521.3698957
1341,240,0.1687629222869873,13.70497751235962,1746155506.9687924,1746155520.842533
765,125,0.13224434852600098,7.2352683544158936,1746155508.1589134,1746155515.5264266
981,181,0.189286470413208,10.413169145584106,1746155509.3495698,1746155519.952026
968,244,0.28386783599853516,14.050837993621826,1746155510.5403512,1746155524.8750572
673,51,0.23277783393859863,2.8740382194519043,1746155511.7306828,1746155514.8375
311,475,0.16104483604431152,27.80632758140564,1746155512.9209156,1746155540.8882883
1209,77,0.23790860176086426,4.278947114944458,1746155514.1114683,1746155518.6283243
341,147,0.11638283729553223,8.235527276992798,1746155515.3020482,1746155523.6539586
517,250,0.16516923904418945,14.489532709121704,1746155516.4927871,1746155531.1474895
477,262,0.1911778450012207,15.13459825515747,1746155517.6824496,1746155533.0082262
1056,162,0.15807318687438965,9.2864408493042,1746155518.8731637,1746155528.317678
222,310,0.1292405128479004,18.304378986358643,1746155520.0638833,1746155538.497503
708,108,0.11589622497558594,6.3037896156311035,1746155521.254792,1746155527.674478
763,137,0.18661856651306152,7.996783018112183,1746155522.4451115,1746155530.6285133
818,460,0.37984132766723633,27.729248523712158,1746155523.6351452,1746155551.7442353
875,247,0.1924421787261963,14.54173755645752,1746155524.8256009,1746155539.559781
348,40,0.16092824935913086,2.1426987648010254,1746155526.0160499,1746155528.3196774
190,130,0.1427013874053955,7.618926286697388,1746155527.2069192,1746155534.968547
1071,297,0.12889599800109863,18.015623331069946,1746155528.3975027,1746155546.5420222
1184,327,0.28913044929504395,19.736747980117798,1746155529.5872223,1746155549.6131012
377,30,0.20492100715637207,1.6500675678253174,1746155530.777947,1746155532.6329358
924,222,0.1808452606201172,13.54426622390747,1746155531.9689574,1746155545.6940691
826,173,0.2008190155029297,10.378298282623291,1746155533.1593983,1746155543.7385163
696,158,0.2972371578216553,9.536238431930542,1746155534.349252,1746155544.182728
717,276,0.15934062004089355,17.148181676864624,1746155535.5395963,1746155552.847119
507,246,0.23619651794433594,15.101892232894897,1746155536.7308967,1746155552.068986
816,321,0.25233888626098633,19.93982720375061,1746155537.9206116,1746155558.112778
351,134,0.17204046249389648,8.122245073318481,1746155539.111784,1746155547.4060698
340,84,0.20516157150268555,5.24177098274231,1746155540.3013556,1746155545.7482884
593,231,0.27083587646484375,14.590734004974365,1746155541.492493,1746155556.354063
982,186,0.2398226261138916,11.627680540084839,1746155542.6844916,1746155554.551995
1214,416,0.25176501274108887,27.162187814712524,1746155543.8738365,1746155571.2877896
899,434,0.35698747634887695,28.855406522750854,1746155545.064244,1746155574.2766383
450,272,0.17704391479492188,17.59655499458313,1746155546.2545483,1746155564.0281477
535,247,0.29245448112487793,16.07225251197815,1746155547.4451768,1746155563.8098843
898,250,0.16496825218200684,16.412144422531128,1746155548.6356866,1746155565.2127998
633,120,0.28918886184692383,7.619442701339722,1746155549.8261843,1746155557.734816
686,95,0.2905290126800537,6.049185514450073,1746155551.0163515,1746155557.3560665
1000,146,0.36739373207092285,9.471027135848999,1746155552.206328,1746155562.044749
487,9,0.2339322566986084,0.4346153736114502,1746155553.397141,1746155554.0656888
782,253,0.29349613189697266,16.90285062789917,1746155554.587423,1746155571.78377
558,43,0.25060582160949707,2.691653251647949,1746155555.7779672,1746155558.7202265
488,133,0.22568678855895996,8.897837400436401,1746155556.9684265,1746155566.0919511
926,433,0.39710116386413574,31.576798915863037,1746155558.1592703,1746155590.1331706
780,350,0.343411922454834,25.348038911819458,1746155559.3494315,1746155585.0408826
920,298,0.3548769950866699,21.127455949783325,1746155560.5397425,1746155582.0220757
614,281,0.2603759765625,20.03155827522278,1746155561.7300467,1746155582.0219812
1204,112,0.45569610595703125,7.422247886657715,1746155562.9207258,1746155570.79867
889,195,0.3411867618560791,13.619894027709961,1746155564.1116285,1746155578.0727098
578,272,0.245194673538208,19.923619747161865,1746155565.301729,1746155585.4705439
738,327,0.3043951988220215,24.4987154006958,1746155566.4923282,1746155591.295439
997,289,0.3818209171295166,21.771256923675537,1746155567.6831112,1746155589.8361893
