prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
75.0,20.0,0.04151582717895508,0.5431089401245117,3,1,1746686596.10783,1746686596.6924555
75.0,20.0,0.04072070121765137,0.5427656173706055,4,1,1746686634.0957446,1746686634.6792312
75.0,20.0,0.04228544235229492,0.5434291362762451,19,1,1746686564.0367305,1746686564.6224456
75.0,20.0,0.041871070861816406,0.5426607131958008,20,1,1746686602.1180665,1746686602.7025988
75.0,20.0,0.041355133056640625,0.5435335636138916,21,1,1746686640.1055248,1746686640.6904137
75.0,20.0,0.04117107391357422,0.5432167053222656,36,1,1746686570.0455499,1746686570.6299381
75.0,20.0,0.0409085750579834,0.5435965061187744,37,1,1746686608.026619,1746686608.6111245
75.0,20.0,0.04176759719848633,0.5437936782836914,38,1,1746686646.114079,1746686646.6996405
75.0,20.0,0.040426015853881836,0.542896032333374,53,1,1746686576.0546196,1746686576.637942
75.0,20.0,0.041564226150512695,0.5436453819274902,54,1,1746686614.0353951,1746686614.620605
75.0,20.0,0.03999447822570801,0.5435798168182373,55,1,1746686652.0890448,1746686652.6726196
75.0,20.0,0.04188346862792969,0.5438404083251953,70,1,1746686582.0637333,1746686582.6494577
75.0,20.0,0.04140758514404297,0.5436818599700928,71,1,1746686620.0760546,1746686620.6611443
75.0,20.0,0.04083657264709473,0.5435607433319092,87,1,1746686588.2956913,1746686588.880089
75.0,20.0,0.04059195518493652,0.5432336330413818,88,1,1746686626.0845296,1746686626.668356
75.0,20.0,0.04139971733093262,0.5435936450958252,104,1,1746686594.1047115,1746686594.6897051
75.0,20.0,0.041208505630493164,0.5429840087890625,105,1,1746686632.093124,1746686632.677317
75.0,20.0,0.041112422943115234,0.5434749126434326,120,1,1746686562.0338304,1746686562.6184182
75.0,20.0,0.04079604148864746,0.5434064865112305,121,1,1746686600.1151671,1746686600.6993701
75.0,20.0,0.0411229133605957,0.5433745384216309,122,1,1746686638.1029356,1746686638.6874335
75.0,20.0,0.04193258285522461,0.5438036918640137,137,1,1746686568.0425465,1746686568.6282835
75.0,20.0,0.04032325744628906,0.5434048175811768,138,1,1746686606.023667,1746686606.6073956
75.0,20.0,0.04094243049621582,0.5436406135559082,139,1,1746686644.1112683,1746686644.6958516
75.0,20.0,0.04096531867980957,0.5434989929199219,154,1,1746686574.05183,1746686574.6362948
75.0,20.0,0.040676116943359375,0.5431981086730957,155,1,1746686612.0325804,1746686612.616455
75.0,20.0,0.04146432876586914,0.5434951782226562,156,1,1746686650.0860677,1746686650.6710277
75.0,20.0,0.04175925254821777,0.5435984134674072,171,1,1746686580.0604558,1746686580.6458137
75.0,20.0,0.0413360595703125,0.543750524520874,172,1,1746686618.0408893,1746686618.625976
75.0,20.0,0.04075908660888672,0.5436046123504639,173,1,1746686656.094926,1746686656.67929
75.0,20.0,0.041588783264160156,0.543328046798706,188,1,1746686586.0697756,1746686586.6546926
75.0,20.0,0.0405879020690918,0.5433363914489746,189,1,1746686624.0816665,1746686624.665591
75.0,20.0,0.040764570236206055,0.5433282852172852,205,1,1746686592.1015797,1746686592.6856732
75.0,20.0,0.04108119010925293,0.5433633327484131,206,1,1746686630.0903316,1746686630.6747766
75.0,20.0,0.041899919509887695,0.5437850952148438,221,1,1746686560.030784,1746686560.6164691
75.0,20.0,0.04178810119628906,0.5434868335723877,222,1,1746686598.1123025,1746686598.697578
75.0,20.0,0.04099321365356445,0.5435030460357666,223,1,1746686636.1001458,1746686636.6846423
75.0,20.0,0.041290998458862305,0.5423460006713867,238,1,1746686566.0395937,1746686566.6232312
75.0,20.0,0.041620492935180664,0.5433731079101562,239,1,1746686604.0207198,1746686604.6057136
75.0,20.0,0.04158926010131836,0.5436155796051025,240,1,1746686642.108356,1746686642.693561
75.0,20.0,0.04186391830444336,0.5430178642272949,255,1,1746686572.0486424,1746686572.6335244
75.0,20.0,0.04072737693786621,0.5433998107910156,256,1,1746686610.0295794,1746686610.613707
75.0,20.0,0.04080986976623535,0.5534543991088867,257,1,1746686648.1169646,1746686648.7112293
75.0,20.0,0.041254281997680664,0.5436902046203613,272,1,1746686578.0576105,1746686578.6425555
75.0,20.0,0.04147768020629883,0.5439159870147705,273,1,1746686616.0380168,1746686616.623411
75.0,20.0,0.04115033149719238,0.5434937477111816,274,1,1746686654.0918171,1746686654.676462
75.0,20.0,0.04186892509460449,0.5444545745849609,289,1,1746686584.0666337,1746686584.6529577
75.0,20.0,0.0402529239654541,0.5429937839508057,290,1,1746686622.0790374,1746686622.6622846
75.0,20.0,0.04168701171875,0.5434484481811523,306,1,1746686590.0983222,1746686590.683458
75.0,20.0,0.042722463607788086,0.5431997776031494,307,1,1746686628.0874386,1746686628.6733613
75.0,20.0,0.03803515434265137,0.5437426567077637,322,1,1746686558.0249035,1746686558.6066816
75.0,20.0,0.04989957809448242,0.544374942779541,323,1,1746686596.1088843,1746686596.703159
75.0,20.0,0.046955108642578125,0.5480849742889404,324,1,1746686634.1959774,1746686634.791018
