prompt_tokens,generation_tokens,ttft,generation_time,user_id,question_id,launch_time,finish_time
76.0,20.0,0.033586740493774414,0.221205472946167,1603,1,1746070908.6293328,1746070908.8841255
76.0,20.0,0.025730133056640625,0.21937346458435059,1604,1,1746070923.8853362,1746070924.1304402
76.0,20.0,0.025415897369384766,0.21993446350097656,1605,1,1746070938.9541478,1746070939.1994996
76.0,20.0,0.03547382354736328,0.2207794189453125,1606,1,1746070954.4251428,1746070954.6813967
76.0,20.0,0.025332212448120117,0.2190098762512207,1607,1,1746070969.388264,1746070969.6326067
76.0,20.0,0.032282114028930664,0.22074556350708008,1608,1,1746070985.0516818,1746070985.3047104
76.0,20.0,0.025613069534301758,0.2190847396850586,1619,1,1746070895.7755375,1746070896.0202358
76.0,20.0,0.026218652725219727,0.2182610034942627,1620,1,1746070911.0416243,1746070911.2861052
76.0,20.0,0.02547907829284668,0.21885228157043457,1621,1,1746070926.1996033,1746070926.4439354
76.0,20.0,0.02506422996520996,0.21924638748168945,1622,1,1746070941.3727844,1746070941.617096
76.0,20.0,0.025080442428588867,0.2185192108154297,1623,1,1746070956.6396227,1746070956.883223
76.0,20.0,0.02488255500793457,0.21969032287597656,1624,1,1746070971.8027627,1746070972.047336
76.0,20.0,0.02510380744934082,0.21942377090454102,1625,1,1746070986.9641044,1746070987.2086325
76.0,20.0,0.02632761001586914,0.21851158142089844,1636,1,1746070898.1854556,1746070898.4302952
76.0,20.0,0.025470972061157227,0.2185821533203125,1637,1,1746070913.351582,1746070913.5956357
76.0,20.0,0.024797439575195312,0.21894311904907227,1638,1,1746070928.6103203,1746070928.8540614
76.0,20.0,0.02510857582092285,0.21909403800964355,1639,1,1746070943.782043,1746070944.0262463
76.0,20.0,0.0252683162689209,0.21820354461669922,1640,1,1746070959.048645,1746070959.2921176
76.0,20.0,0.024709463119506836,0.2201528549194336,1641,1,1746070974.2114475,1746070974.4563107
76.0,20.0,0.025226354598999023,0.21775484085083008,1642,1,1746070989.373562,1746070989.616544
76.0,20.0,0.025679349899291992,0.21877765655517578,1653,1,1746070900.5954227,1746070900.8398802
76.0,20.0,0.024925708770751953,0.2187938690185547,1654,1,1746070915.7617075,1746070916.0054276
76.0,20.0,0.025309324264526367,0.2200632095336914,1655,1,1746070931.0216634,1746070931.2670367
76.0,20.0,0.024782896041870117,0.21940159797668457,1656,1,1746070946.191402,1746070946.4355874
76.0,20.0,0.024973154067993164,0.21859455108642578,1657,1,1746070961.357757,1746070961.6013253
76.0,20.0,0.024895191192626953,0.21901535987854004,1658,1,1746070976.6210482,1746070976.8649595
76.0,20.0,0.024837017059326172,0.2189347743988037,1659,1,1746070991.7831745,1746070992.0269468
76.0,20.0,0.025313615798950195,0.2193753719329834,1670,1,1746070903.0053184,1746070903.2500079
76.0,20.0,0.024713754653930664,0.21841073036193848,1671,1,1746070918.1714265,1746070918.4145515
76.0,20.0,0.02849745750427246,0.21631121635437012,1672,1,1746070933.431887,1746070933.676701
76.0,20.0,0.02516460418701172,0.21917939186096191,1673,1,1746070948.601137,1746070948.8454816
76.0,20.0,0.02573108673095703,0.2181994915008545,1674,1,1746070963.7667606,1746070964.010692
76.0,20.0,0.025033950805664062,0.21861004829406738,1675,1,1746070979.029703,1746070979.2733476
76.0,20.0,0.025193214416503906,0.21827316284179688,1687,1,1746070905.415715,1746070905.6591818
76.0,20.0,0.024828672409057617,0.21896028518676758,1688,1,1746070920.5850818,1746070920.8288713
76.0,20.0,0.02536916732788086,0.21991920471191406,1689,1,1746070935.8418674,1746070936.0871565
76.0,20.0,0.024945974349975586,0.21907782554626465,1690,1,1746070951.0108614,1746070951.2548857
76.0,20.0,0.025218725204467773,0.21869945526123047,1691,1,1746070966.1760316,1746070966.4199502
76.0,20.0,0.025496244430541992,0.21874380111694336,1692,1,1746070981.4386592,1746070981.6828997
76.0,20.0,0.025045156478881836,0.21861028671264648,1704,1,1746070907.825705,1746070908.0693612
76.0,20.0,0.02456808090209961,0.21982979774475098,1705,1,1746070922.9960003,1746070923.2403986
76.0,20.0,0.025522947311401367,0.21852469444274902,1706,1,1746070938.1508954,1746070938.3949437
76.0,20.0,0.02464127540588379,0.21850323677062988,1707,1,1746070953.4206605,1746070953.663806
76.0,20.0,0.025330305099487305,0.2185075283050537,1708,1,1746070968.585315,1746070968.8291535
76.0,20.0,0.025990724563598633,0.21854472160339355,1709,1,1746070983.8475585,1746070984.0920944
76.0,20.0,0.025318384170532227,0.21908307075500488,1720,1,1746070894.972235,1746070895.216637
76.0,20.0,0.02501964569091797,0.21848678588867188,1721,1,1746070910.2384403,1746070910.4819472
76.0,20.0,0.025798797607421875,0.21948027610778809,1722,1,1746070925.3958116,1746070925.6410913
76.0,20.0,0.024913549423217773,0.21908259391784668,1723,1,1746070940.5694075,1746070940.8134046
76.0,20.0,0.025043249130249023,0.21884441375732422,1724,1,1746070955.8364553,1746070956.0803435
76.0,20.0,0.025018930435180664,0.22023415565490723,1725,1,1746070970.9995694,1746070971.244823
76.0,20.0,0.024785995483398438,0.21808218955993652,1726,1,1746070986.1611845,1746070986.4040534
76.0,20.0,0.025252580642700195,0.21870756149291992,1737,1,1746070897.3822384,1746070897.626199
76.0,20.0,0.025774717330932617,0.21831154823303223,1738,1,1746070912.6485238,1746070912.8926105
76.0,20.0,0.02544713020324707,0.21912884712219238,1739,1,1746070927.8068907,1746070928.0514672
76.0,20.0,0.025122404098510742,0.21971893310546875,1740,1,1746070942.979166,1746070943.2240086
