prompt_tokens,generation_tokens,ttft,generation_time,launch_time,finish_time
689,275,0.08800601959228516,3.4638383388519287,1745955961.5389202,1745955965.0907671
543,332,0.06549191474914551,4.2330052852630615,1745955962.2855442,1745955966.5840418
550,243,0.07045936584472656,3.1144912242889404,1745955963.0316882,1745955966.2166402
499,270,0.0733339786529541,3.495948076248169,1745955963.7785628,1745955967.3478453
1341,240,0.0728611946105957,3.1395609378814697,1745955964.5239651,1745955967.7363875
765,125,0.05899238586425781,1.6426103115081787,1745955965.2708614,1745955966.9724646
981,181,0.07307219505310059,2.355297327041626,1745955966.0165293,1745955968.4448993
968,244,0.09470701217651367,3.1148908138275146,1745955966.7629292,1745955969.9725273
673,51,0.07591652870178223,0.6201639175415039,1745955967.5096593,1745955968.2057402
311,475,0.054419755935668945,6.019413471221924,1745955968.255298,1745955974.3291314
1209,77,0.07836079597473145,0.9529414176940918,1745955969.0024738,1745955970.0337763
341,234,0.05228400230407715,2.9245455265045166,1745955969.7478054,1745955972.7246354
517,250,0.06298232078552246,3.159057140350342,1745955970.493907,1745955973.715947
477,262,0.06027698516845703,3.324049711227417,1745955971.2405338,1745955974.624861
1056,162,0.062201499938964844,2.0412497520446777,1745955971.9871216,1745955974.090573
222,310,0.05298495292663574,3.916559934616089,1745955972.7333357,1745955976.702881
708,108,0.05948925018310547,1.3542160987854004,1745955973.4791849,1745955974.8928907
763,137,0.06456327438354492,1.7130637168884277,1745955974.2260778,1745955976.0037053
818,460,0.05699563026428223,5.839388608932495,1745955974.9715538,1745955980.8679385
875,247,0.062453269958496094,3.1241660118103027,1745955975.7180517,1745955978.9046714
348,53,0.05351138114929199,0.6388778686523438,1745955976.4646773,1745955977.1570668
190,130,0.04104256629943848,1.66556715965271,1745955977.2107527,1745955978.9173627
1071,264,0.06466460227966309,3.4006431102752686,1745955977.9569814,1745955981.4222896
1184,327,0.08699393272399902,4.200165748596191,1745955978.703645,1745955982.9908051
377,30,0.05567502975463867,0.3619503974914551,1745955979.4501474,1745955979.8677735
924,222,0.07141494750976562,2.847057342529297,1745955980.1963286,1745955983.1148016
826,173,0.0673227310180664,2.222303867340088,1745955980.9423707,1745955983.2319975
696,158,0.06985020637512207,2.0003652572631836,1745955981.688759,1745955983.758975
717,276,0.06301641464233398,3.5008504390716553,1745955982.4350772,1745955985.9989443
507,246,0.0507049560546875,3.126932144165039,1745955983.1807296,1745955986.3583672
816,321,0.08841204643249512,4.083337783813477,1745955983.9267995,1745955988.0985498
351,134,0.05836796760559082,1.6877753734588623,1745955984.6732476,1745955986.4193914
340,84,0.056258440017700195,1.0524334907531738,1745955985.4207425,1745955986.5294347
593,231,0.06720757484436035,2.942702531814575,1745955986.1657877,1745955989.1756985
